15,29.73,22.0,22.350006103515625,21.9067325592041
30,31.16,22.17,31.037506103515625,23.195274353027344
45,30.79,21.46,21.912506103515625,21.343786239624023
60,32.79,22.71,32.537506103515625,23.373159408569336
75,32.79,23.1,27.787506103515625,23.42060089111328
90,32.79,18.29,20.975006103515625,20.546642303466797
105,33.41,15.1,22.787506103515625,19.223487854003906
120,28.04,16.6,21.037506103515625,16.965452194213867
135,22.66,15.84,22.287506103515625,15.383577346801758
150,30.04,16.59,21.662506103515625,16.7237548828125
165,30.48,16.37,22.225006103515625,16.625749588012695
180,29.79,16.29,22.475006103515625,16.685333251953125
195,29.54,16.35,22.600006103515625,16.903160095214844
210,29.48,16.45,22.600006103515625,17.094409942626953
225,29.16,16.52,23.037506103515625,17.060779571533203
240,29.16,16.51,23.850006103515625,17.06351661682129
255,29.29,16.8,25.787506103515625,18.332862854003906
270,29.48,16.66,25.975006103515625,17.972623825073242
285,29.41,16.55,27.037506103515625,18.12241554260254
300,29.35,16.6,22.600006103515625,16.982595443725586
315,28.85,16.47,28.037506103515625,18.38825035095215
330,28.16,16.6,27.225006103515625,18.178010940551758
345,29.73,16.7,27.975006103515625,18.631196975708008
360,29.66,17.02,28.037506103515625,18.63580894470215
375,29.04,16.62,25.725006103515625,18.381820678710938
390,29.16,16.6,28.600006103515625,18.703279495239258
405,29.73,16.64,28.225006103515625,18.43375587463379
420,28.91,16.73,23.725006103515625,17.623010635375977
435,29.29,16.74,24.600006103515625,17.687028884887695
450,29.16,16.43,23.100006103515625,17.488309860229492
465,27.35,17.05,24.912506103515625,17.997386932373047
480,29.35,17.23,23.662506103515625,17.638486862182617
495,30.04,16.93,24.412506103515625,17.839767456054688
511,30.29,16.9,24.225006103515625,17.81396484375
526,29.04,16.8,24.787506103515625,18.065778732299805
541,28.79,16.51,24.537506103515625,17.924142837524414
556,29.23,16.48,24.662506103515625,17.95420265197754
571,29.29,16.16,24.037506103515625,18.106672286987305
586,29.41,16.36,22.975006103515625,17.811195373535156
601,28.91,16.21,22.850006103515625,17.707416534423828
