15,29.1,18.54,24.850006103515625,21.62509536743164
30,26.54,15.39,22.162506103515625,18.70896339416504
45,28.48,17.62,24.100006103515625,20.61643409729004
60,27.79,16.55,23.225006103515625,19.608280181884766
75,27.98,16.17,23.475006103515625,19.312475204467773
90,27.85,15.95,22.850006103515625,19.02857780456543
105,29.23,17.39,23.975006103515625,20.25039291381836
120,29.29,17.01,23.787506103515625,19.882654190063477
135,29.66,17.31,24.037506103515625,20.228666305541992
150,29.6,17.22,23.975006103515625,20.177474975585938
165,29.91,17.18,24.100006103515625,20.194528579711914
180,29.98,16.72,23.787506103515625,19.624677658081055
195,30.04,16.69,23.725006103515625,19.541135787963867
210,29.85,16.79,23.912506103515625,19.769201278686523
225,30.48,17.41,24.225006103515625,20.253219604492188
240,30.23,16.8,23.850006103515625,19.81926155090332
255,30.54,16.84,23.912506103515625,19.66423225402832
270,30.66,16.88,24.037506103515625,19.76143455505371
285,30.29,16.7,23.912506103515625,19.706493377685547
300,30.6,17.12,24.162506103515625,20.14577865600586
315,30.41,16.88,24.037506103515625,20.013845443725586
330,30.98,17.41,24.350006103515625,20.31756591796875
345,30.79,17.03,24.100006103515625,20.093637466430664
360,30.79,16.89,24.100006103515625,20.0853328704834
375,30.73,17.52,24.350006103515625,20.41899299621582
390,30.6,17.41,24.162506103515625,20.389202117919922
405,30.54,17.05,24.037506103515625,20.011642456054688
420,30.85,16.92,23.912506103515625,19.569738388061523
435,30.73,16.24,23.662506103515625,19.062000274658203
451,30.48,16.43,23.475006103515625,18.927000045776367
466,30.6,16.61,23.662506103515625,19.139320373535156
481,30.48,16.18,23.662506103515625,18.98991584777832
496,30.73,16.45,23.725006103515625,19.12494659423828
511,30.66,16.25,24.975006103515625,19.045780181884766
526,30.54,16.15,25.912506103515625,18.832326889038086
541,30.85,16.3,26.975006103515625,19.088369369506836
556,30.73,15.96,27.600006103515625,18.839529037475586
571,30.85,15.78,28.100006103515625,18.757326126098633
586,30.6,15.47,28.225006103515625,18.406909942626953
601,31.35,16.1,29.225006103515625,18.99390411376953
616,31.48,16.04,29.475006103515625,19.010480880737305
631,31.6,16.02,29.725006103515625,19.07455825805664
646,31.54,15.79,29.725006103515625,18.875272750854492
661,31.85,16.06,30.162506103515625,19.101016998291016
676,31.1,16.01,29.662506103515625,19.163516998291016
691,31.85,15.83,29.850006103515625,18.956701278686523
706,31.41,15.1,28.912506103515625,18.238130569458008
721,31.66,15.26,28.975006103515625,18.263517379760742
736,31.66,15.36,29.350006103515625,18.51411247253418
751,31.85,15.8,29.537506103515625,18.882625579833984
766,31.6,16.17,26.162506103515625,19.179141998291016
781,31.79,16.43,24.662506103515625,18.97137451171875
796,31.73,16.19,29.475006103515625,19.430124282836914
811,31.85,15.88,29.350006103515625,19.213518142700195
826,31.6,16.38,29.537506103515625,19.358457565307617
841,32.04,16.73,29.600006103515625,19.689083099365234
856,31.91,16.3,28.850006103515625,19.52836799621582
872,31.91,16.19,28.787506103515625,19.663101196289062
887,31.85,16.2,28.350006103515625,19.741493225097656
902,32.1,16.29,28.725006103515625,19.816165924072266
917,31.85,16.09,28.162506103515625,19.58473777770996
932,31.79,16.02,28.162506103515625,19.47911262512207
947,31.79,16.07,28.100006103515625,19.607982635498047
962,32.04,16.28,27.975006103515625,19.747922897338867
977,31.98,16.41,27.912506103515625,19.700571060180664
992,31.98,16.19,27.787506103515625,19.690065383911133
1007,31.85,16.21,27.787506103515625,19.78923225402832
1022,32.04,16.29,27.600006103515625,19.781999588012695
1037,31.73,16.03,27.475006103515625,19.598636627197266
1052,31.79,15.94,27.100006103515625,19.452207565307617
1067,31.66,15.9,27.162506103515625,19.388338088989258
1082,31.66,15.94,26.975006103515625,19.407445907592773
1097,31.54,15.9,27.037506103515625,19.4030704498291
1112,31.48,15.83,26.850006103515625,19.351524353027344
1127,31.29,15.6,26.287506103515625,19.113309860229492
1142,31.41,15.88,26.475006103515625,19.339677810668945
1157,31.54,15.65,26.037506103515625,19.05518341064453
1172,31.41,15.61,25.975006103515625,18.95438003540039
1187,31.35,15.6,25.850006103515625,18.900362014770508
1202,31.48,15.88,25.850006103515625,19.11857795715332
1217,31.23,15.44,25.225006103515625,18.617267608642578
1232,31.16,15.38,25.100006103515625,18.58226776123047
1247,31.1,15.51,25.287506103515625,18.79604721069336
1262,31.35,15.76,25.162506103515625,18.92420196533203
1277,31.16,15.63,25.162506103515625,18.828933715820312
1292,31.16,15.73,25.412506103515625,19.037208557128906
1308,31.1,15.55,25.162506103515625,18.866106033325195
1323,31.23,15.94,25.287506103515625,19.18393325805664
1338,31.1,15.87,25.225006103515625,19.213905334472656
1353,30.98,15.53,24.662506103515625,18.795719146728516
1368,30.91,15.3,24.287506103515625,18.514142990112305
1383,31.04,15.54,24.600006103515625,18.651315689086914
1398,30.85,15.42,24.537506103515625,18.562236785888672
1413,30.66,15.21,24.350006103515625,18.317684173583984
1428,30.54,15.24,24.162506103515625,18.35080909729004
1443,30.6,15.19,24.037506103515625,18.22536277770996
1458,30.35,15.03,24.037506103515625,18.161344528198242
1473,30.29,14.93,23.912506103515625,18.083547592163086
1488,31.16,15.12,23.912506103515625,18.00042152404785
1503,30.29,15.05,23.850006103515625,18.096792221069336
1518,30.16,14.9,23.912506103515625,17.99625587463379
1533,29.79,14.69,23.662506103515625,17.875272750854492
1548,29.73,14.53,23.412506103515625,17.725481033325195
1563,30.16,14.92,23.662506103515625,18.009737014770508
1578,30.04,14.75,23.475006103515625,17.84414291381836
1593,29.85,14.76,23.600006103515625,17.920957565307617
1608,29.98,14.99,23.912506103515625,18.206403732299805
